City Name,Country Code,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Date
Pangai,TO,-19.8,-174.35,28.05,75,71,5.12,18/04/2022
Lingao,CN,19.9103,109.6859,24.39,83,90,6.75,18/04/2022
Meybod,IR,32.2501,54.0166,14.01,26,30,7.01,18/04/2022
Diamantino,BR,-14.4086,-56.4461,21.66,85,96,1.54,18/04/2022
Amur Oblast,RU,54,128,2.45,43,100,5.22,18/04/2022
Pontypridd,GB,51.6021,-3.3421,8.58,88,81,1.34,18/04/2022
Bizhbulyak,RU,53.6967,54.2642,8.58,79,96,2.99,18/04/2022
Jizan,SA,17.3333,42.6667,28.33,61,3,0.18,18/04/2022
Victoria Point,AU,-27.5833,153.3,27.82,61,31,1.34,18/04/2022
Alekseyevsk,RU,57.8406,108.3492,8.71,79,100,6.89,18/04/2022
Batagay-Alyta,RU,67.8006,130.4114,-9.54,83,99,2.75,18/04/2022
Nouadhibou,MR,20.931,-17.0347,18.04,91,100,5.53,18/04/2022
Cidreira,BR,-30.1811,-50.2056,19.33,75,77,4.91,18/04/2022
Kalmunai,LK,7.4167,81.8167,29.51,70,63,0.93,18/04/2022
Nanortalik,GL,60.1432,-45.2371,-1.71,89,41,4.24,18/04/2022
Ahipara,NZ,-35.1667,173.1667,21.69,85,100,4.6,18/04/2022
Ukiah,US,39.1502,-123.2078,7.98,88,1,1.33,18/04/2022
Buala,SB,-8.145,159.5921,27.54,80,86,3.4,18/04/2022
Gwadar,PK,25.1216,62.3254,28.3,74,0,3.2,18/04/2022
Lüderitz,NA,-26.6481,15.1594,20.62,50,0,3.1,18/04/2022
Pinar del Río,CU,22.4175,-83.6981,23,79,32,1.57,18/04/2022
Ikom,NG,5.9667,8.7063,24.35,96,100,0.42,18/04/2022
Hamilton,US,39.1834,-84.5333,7.77,55,0,2.06,18/04/2022
Shahreza,IR,32.0339,51.8794,11.39,25,0,2.65,18/04/2022
Katsuura,JP,35.1333,140.3,17.01,71,100,5.06,18/04/2022
Sherbakul',RU,54.6316,72.3963,7.19,59,100,4.36,18/04/2022
West Wendover,US,40.7391,-114.0733,8.56,31,0,1.54,18/04/2022
The Valley,AI,18.217,-63.0578,25.92,78,93,10.78,18/04/2022
George Town,MY,5.4112,100.3354,31.96,70,20,3.09,18/04/2022
Zhaotong,CN,27.3167,103.7167,3.85,96,100,1.87,18/04/2022
Oga,IT,46.4631,10.347,2.67,82,4,1.39,18/04/2022
Choix,MX,26.7092,-108.3219,26.27,19,72,1.37,18/04/2022
Airai,TL,-8.9266,125.4092,22.56,71,100,0.73,18/04/2022
Bambanglipuro,ID,-7.95,110.2833,31.59,62,81,1.26,18/04/2022
Dalby,AU,-27.1833,151.2667,25.1,34,0,2.94,18/04/2022
Mildura,AU,-34.2,142.15,17.82,92,100,6.4,18/04/2022
Marsabit,KE,2.3284,37.9899,18.72,86,100,5.02,18/04/2022
Coyhaique,CL,-45.5752,-72.0662,11.34,76,75,2.57,18/04/2022
Stornoway,GB,58.2093,-6.3865,8.98,94,100,7.72,18/04/2022
Mâncio Lima,BR,-7.6142,-72.8958,22.23,95,50,1.16,18/04/2022
Tuatapere,NZ,-46.1333,167.6833,16.32,65,86,0.7,18/04/2022
Bonfim,BR,3.0833,-59.95,26.72,61,45,2.68,18/04/2022
Le Mars,US,42.7942,-96.1656,4.87,93,75,1.54,18/04/2022
Tambopata,PE,-12.7333,-69.1833,20.71,85,5,1.55,18/04/2022
Alice Springs,AU,-23.7,133.8833,29.75,26,2,7.2,18/04/2022
Puerto Nariño,CO,-3.7703,-70.3831,23.32,98,99,0.37,18/04/2022
Mandurah,AU,-32.55,115.7,21.62,50,1,2.96,18/04/2022
Sept-Îles,CA,50.2001,-66.3821,2.25,64,100,3.58,18/04/2022
Hobyo,SO,5.3505,48.5268,28.82,73,100,4.86,18/04/2022
Touros,BR,-5.1989,-35.4608,25.84,83,100,2.97,18/04/2022
Cascais,PT,38.6979,-9.4215,15.26,75,37,11.62,18/04/2022
Blythe,US,33.6103,-114.5964,27.25,13,0,0,18/04/2022
Mount Gambier,AU,-37.8333,140.7667,15.55,73,100,3.25,18/04/2022
Jieshi,CN,22.8134,115.8257,22.75,75,99,3.27,18/04/2022
Colares,PT,38.7992,-9.4469,15.16,77,47,11.62,18/04/2022
Baruun-Urt,MN,46.6806,113.2792,16.02,21,1,8.01,18/04/2022
Rawson,AR,-43.3002,-65.1023,16.43,67,19,10.03,18/04/2022
Martapura,ID,-3.4167,114.85,33.05,58,20,3.09,18/04/2022
Kita,ML,13.0349,-9.4895,28.9,29,78,1.78,18/04/2022
Anzio,IT,41.4853,12.6179,9.36,58,57,3.01,18/04/2022
Moose Factory,CA,51.2585,-80.6094,-9.16,93,48,1.34,18/04/2022
Tadine,NC,-21.55,167.8833,26.27,74,100,2.47,18/04/2022
Rome,US,43.2128,-75.4557,0.77,75,0,0.89,18/04/2022
Salinópolis,BR,-0.6136,-47.3561,24.79,90,100,1.38,18/04/2022
Bosaso,SO,11.2842,49.1816,30.08,53,1,2.86,18/04/2022
Kloulklubed,PW,7.0419,134.2556,28.28,72,100,1.94,18/04/2022
Qandala,SO,11.472,49.8728,30.1,55,2,2.81,18/04/2022
Vallenar,CL,-28.5708,-70.7581,15.9,67,0,0.73,18/04/2022
Luganville,VU,-15.5333,167.1667,29.05,70,54,2.74,18/04/2022
Chifeng,CN,42.2683,118.9636,15,19,0,1.95,18/04/2022
Gannan,CN,47.9147,123.5031,14.57,17,79,6.75,18/04/2022
Viedma,AR,-40.8135,-62.9967,14.01,74,0,4.82,18/04/2022
Butte,US,39.6499,-121.5677,15.01,33,0,2.57,18/04/2022
Porto-Novo,BJ,6.4965,2.6036,23.54,93,100,3.34,18/04/2022
Promyshlennovskiy,RU,55.4833,86.2,9.1,83,77,2.52,18/04/2022
Namatanai,PG,-3.6667,152.4333,30.03,62,92,4.68,18/04/2022
Hofn,IS,64.2539,-15.2082,6.6,71,54,3.87,18/04/2022
Bubaque,GW,11.2833,-15.8333,23.37,75,12,4.82,18/04/2022
Springbok,ZA,-29.6643,17.8865,15.37,40,0,3.26,18/04/2022
Nortelândia,BR,-14.4547,-56.8028,21.64,87,23,1.05,18/04/2022
San Miguel de Tucumán,AR,-26.8241,-65.2226,13,94,0,2.57,18/04/2022
Acarí,PE,-15.4311,-74.6158,20.12,77,5,1.3,18/04/2022
Tekeli,KZ,44.83,78.8239,20.06,19,8,2.58,18/04/2022
Mount Isa,AU,-20.7333,139.5,33.87,15,0,5.14,18/04/2022
Tandil,AR,-37.3217,-59.1332,14.27,83,100,2.99,18/04/2022
Nome,US,64.5011,-165.4064,1.04,75,100,6.17,18/04/2022
Oparino,RU,59.8518,48.2783,0.88,71,99,2.23,18/04/2022
Souillac,MU,-20.5167,57.5167,24.21,100,40,2.57,18/04/2022
Hernani,ES,43.2662,-1.9762,13.39,81,69,0.45,18/04/2022
Grand Island,US,40.925,-98.342,7.23,62,75,0,18/04/2022
Gainesville,US,29.6516,-82.3248,20.99,86,75,3.09,18/04/2022
Assiniboia,CA,49.6334,-105.9845,-5.02,90,66,2.68,18/04/2022
Port Blair,IN,11.6667,92.75,32.02,62,20,3.09,18/04/2022
Hirara,JP,24.8,125.2833,21.86,67,72,1.66,18/04/2022
Hambantota,LK,6.1241,81.1185,29.62,70,87,5.05,18/04/2022
Coruripe,BR,-10.1256,-36.1756,25.55,80,68,3.79,18/04/2022
Melur,IN,10.05,78.3333,30.9,55,18,1.87,18/04/2022
Alyangula,AU,-13.8483,136.4192,29.46,67,97,5.65,18/04/2022
São José da Coroa Grande,BR,-8.8978,-35.1478,25.85,81,96,3.11,18/04/2022
Marovoay,MG,-16.1,46.6333,24.2,78,10,1.74,18/04/2022
Saint-Augustin,CA,51.226,-58.6502,0.06,98,100,4.28,18/04/2022
Rakai,UG,-0.72,31.4839,15.74,94,98,1.17,18/04/2022
Sarāhan,IN,31.5167,77.8,20.25,26,3,1.19,18/04/2022
Beibei,CN,29.8256,106.4339,17.13,70,100,1.83,18/04/2022
Ketchikan,US,55.3422,-131.6461,6.99,56,0,2.57,18/04/2022
Kremenchuk,UA,49.0973,33.4197,3.39,83,100,4.28,18/04/2022
Cabo San Lucas,MX,22.8909,-109.9124,24.73,64,98,2.68,18/04/2022
Biloela,AU,-24.4167,150.5,28.74,26,0,1.11,18/04/2022
Mattru,SL,7.6244,-11.8332,24.41,86,100,1.12,18/04/2022
Eureka,US,40.8021,-124.1637,8.85,80,98,2.97,18/04/2022
Ardeşen,TR,41.1911,40.9875,17.76,51,100,3.91,18/04/2022
Brownsville,US,25.9018,-97.4975,25.05,88,75,2.57,18/04/2022
Diffa,NE,13.3154,12.6113,30.17,44,100,3.79,18/04/2022
Vestmannaeyjar,IS,63.4427,-20.2734,5.27,73,55,4.43,18/04/2022
Kingman,US,35.1894,-114.053,21.77,17,0,3.6,18/04/2022
Zanjān,IR,36.6736,48.4787,7.75,43,2,1.74,18/04/2022
Ndendé,GA,-2.4008,11.3581,23.06,98,100,0.76,18/04/2022
Wynyard,AU,-41,145.7167,17.09,53,100,2.82,18/04/2022
Mokhsogollokh,RU,61.4681,128.9203,2.33,59,100,5.6,18/04/2022
Tripoli,LY,32.8752,13.1875,15.38,76,93,7.26,18/04/2022
Seddon,AU,-37.8068,144.8916,17.64,92,100,3.6,18/04/2022
Sitka,US,57.0531,-135.33,6.94,53,75,0,18/04/2022
Nishihara,JP,26.1842,127.7558,23.6,64,75,4.12,18/04/2022
Flinders,AU,-34.5833,150.8552,27.32,59,100,1.79,18/04/2022
San Cristobal,VE,7.7669,-72.225,20.1,97,99,1.39,18/04/2022
Chiang Khong,TH,20.2613,100.4046,31.76,51,34,1.4,18/04/2022
Nuuk,GL,64.1835,-51.7216,-5.83,93,100,1.95,18/04/2022
Hasaki,JP,35.7333,140.8333,18.22,68,100,4.89,18/04/2022
Lagoa,PT,39.05,-27.9833,13.68,66,36,7.06,18/04/2022
Beira,MZ,-19.8436,34.8389,23.05,94,100,4.12,18/04/2022
Casas Grandes,MX,30.3667,-107.95,17.58,8,13,1.69,18/04/2022
Lima,PE,-12.0432,-77.0282,18.76,84,22,2.03,18/04/2022
Natchitoches,US,31.7668,-93.1335,22.47,83,100,6.17,18/04/2022
Kosh-Agach,RU,50,88.6667,6.98,20,100,1.32,18/04/2022
Codrington,AU,-38.2667,141.9667,15.21,71,100,4.43,18/04/2022
Harnoli,PK,32.2792,71.5539,35.27,12,12,3.37,18/04/2022
Katiuzhanka,UA,50.806,30.1376,-0.23,88,100,3.55,18/04/2022
San Vicente,AR,-26.6167,-54.1333,11.8,89,3,0.79,18/04/2022
Baghlan,AF,36.1307,68.7083,22.45,41,100,1.21,18/04/2022
Kenai,US,60.5544,-151.2583,6.68,64,20,1.54,18/04/2022
Betioky,MG,-23.7167,44.3833,23.19,72,99,2.01,18/04/2022
Wanaka,NZ,-44.7,169.15,19.5,45,4,0.89,18/04/2022
Göksun,TR,38.021,36.4973,10.63,48,91,2.77,18/04/2022
Gilgit,PK,35.9221,74.3087,18.81,28,3,1.05,18/04/2022
Honiara,SB,-9.4333,159.95,28.6,78,56,2.63,18/04/2022
San Ignacio Río Muerto,MX,27.4167,-110.2333,25.85,29,100,6.47,18/04/2022
Havelock,US,34.8791,-76.9013,14.99,68,100,10.29,18/04/2022
Tahoua,NE,14.8888,5.2692,25.54,13,99,3.96,18/04/2022
Kapit,MY,2.0167,112.9333,32.63,59,99,0.93,18/04/2022
Mehamn,NO,71.0357,27.8492,4.49,95,100,6.29,18/04/2022
São Sebastião,BR,-23.76,-45.4097,20.02,79,87,0.15,18/04/2022
Ndélé,CF,8.4109,20.6473,23.35,84,99,1.48,18/04/2022
Lata,PT,40.1629,-8.3327,14.9,97,50,0.6,18/04/2022
Korla,CN,41.7597,86.1469,18.17,10,0,0.8,18/04/2022
Narganá,PA,9.4428,-78.5906,26.47,84,95,4.32,18/04/2022
Ust'-Kan,RU,50.9276,84.761,12.61,32,100,1.7,18/04/2022
Vestmanna,FO,62.1564,-7.1664,7.51,87,75,11.32,18/04/2022
Sur,OM,22.5667,59.5289,32.05,43,0,2.15,18/04/2022
Puri,IN,19.8,85.85,32.29,75,73,6.15,18/04/2022
Klaksvík,FO,62.2266,-6.589,8.51,89,100,11.68,18/04/2022
Cabra,ES,37.4725,-4.4421,16.73,54,100,1.81,18/04/2022
Birjand,IR,32.8663,59.2211,16.26,55,75,2.06,18/04/2022
Jeremoabo,BR,-10.075,-38.4808,21.69,98,83,1.85,18/04/2022
Damietta,EG,31.4165,31.8133,19.32,71,58,5.42,18/04/2022
Yangi Marg`ilon,UZ,40.4272,71.7189,23.4,31,45,1.03,18/04/2022
Pinega,RU,64.7001,43.3936,1.07,92,99,2.71,18/04/2022
Asău,RO,46.4333,26.4,-1.49,81,47,2.01,18/04/2022
Arroio Grande,BR,-32.2375,-53.0869,14.94,88,99,1.74,18/04/2022
Anchorage,US,61.2181,-149.9003,7.02,61,0,2.06,18/04/2022
Challapata,BO,-18.9,-66.7667,6.23,25,0,0.36,18/04/2022
Robertsport,LR,6.7533,-11.3686,26.09,85,100,2.75,18/04/2022
Clyde River,CA,70.4692,-68.5914,-26.87,76,100,2.06,18/04/2022
Saldanha,ZA,-33.0117,17.9442,14.68,71,71,3.91,18/04/2022
Kota Bharu,MY,6.1333,102.2386,31.97,62,40,4.12,18/04/2022
Zabul Province,AF,32.25,67.25,17.6,44,100,4.14,18/04/2022
Cedar City,US,37.6775,-113.0619,13,21,0,3.09,18/04/2022
Shuiji,CN,27.4214,118.345,14.38,93,100,0.84,18/04/2022
Kuching,MY,1.55,110.3333,26.12,94,40,2.06,18/04/2022
Tondela,PT,40.5167,-8.0833,11.91,94,3,0.63,18/04/2022
High Level,CA,58.5169,-117.136,-9.94,73,20,3.09,18/04/2022
Kavaratti,IN,10.5669,72.642,28.7,69,90,0.57,18/04/2022
Lieksa,FI,63.3167,30.0167,2.09,94,97,1,18/04/2022
Jutaí,BR,-5.1833,-68.9,23.02,99,100,1.18,18/04/2022
Minot,US,48.2325,-101.2963,-4.88,74,100,6.17,18/04/2022
Shenjiamen,CN,29.9576,122.298,13.56,68,100,2.67,18/04/2022
Elko,US,41.0002,-115.5012,10.36,32,53,3.58,18/04/2022
Esso,RU,55.9333,158.7,-2.79,74,100,2.46,18/04/2022
Lavrentiya,RU,65.5833,-171,-0.15,96,100,6.5,18/04/2022
Tabou,CI,4.423,-7.3528,24.75,90,95,0.53,18/04/2022
Okha,RU,53.5739,142.9478,0.37,68,19,1.96,18/04/2022
Santa Luzia,BR,-19.7697,-43.8514,18.5,68,0,3.09,18/04/2022
Port-Gentil,GA,-0.7193,8.7815,26.97,82,100,2.98,18/04/2022
Nushki,PK,29.5542,66.0215,29.15,18,13,6.74,18/04/2022
Tauranga,NZ,-37.6861,176.1667,18.86,84,100,1.79,18/04/2022
Araouane,ML,18.9048,-3.5265,21.21,27,0,4.35,18/04/2022
Haimen,CN,23.1935,116.6142,19.94,74,98,2.79,18/04/2022
Āreka,ET,7.0667,37.7,16.18,89,73,1.09,18/04/2022
Kantemirovka,RU,49.7089,39.8592,12.29,75,100,3.55,18/04/2022
Mocuba,MZ,-16.8392,36.9856,21.57,93,93,1.25,18/04/2022
Piaçabuçu,BR,-10.4056,-36.4344,25.45,83,90,3.56,18/04/2022
Ayorou,NE,14.7308,0.9174,24.83,15,98,3.69,18/04/2022
Agirish,RU,61.9247,63.0231,0.53,73,62,3.94,18/04/2022
Shaoxing,CN,30.011,120.5715,18.97,75,100,1.25,18/04/2022
Chilca,PE,-12.5211,-76.7372,18.54,90,36,2.39,18/04/2022
Nong’an,CN,44.382,125.1685,13.9,18,4,4.14,18/04/2022
Merke,KZ,42.8728,73.1786,24.11,25,81,1.18,18/04/2022
Fairbanks,US,64.8378,-147.7164,3.19,38,0,2.57,18/04/2022
Leinfelden-Echterdingen,DE,48.6941,9.1681,2.64,76,0,1.03,18/04/2022
Puerto Escondido,MX,15.85,-97.0667,27.28,73,10,3.8,18/04/2022
Suntar,RU,62.1444,117.6319,3.92,79,100,5.58,18/04/2022
Mayo,US,38.8876,-76.5119,8.97,47,0,3.58,18/04/2022
Yokadouma,CM,3.5167,15.05,21.16,99,100,0.79,18/04/2022
Kuala Terengganu,MY,5.3302,103.1408,31.97,70,20,1.54,18/04/2022
Alto Piquiri,BR,-24.0281,-53.4406,16.54,75,93,1.44,18/04/2022
Takoradze,GH,4.8845,-1.7554,25.73,88,98,3.33,18/04/2022
Itanhaém,BR,-24.1831,-46.7889,17.74,88,22,1.31,18/04/2022
Mana,GF,5.6592,-53.7767,24.67,89,21,3.43,18/04/2022
Santa-Maria,FR,41.8762,8.9779,6.86,75,0,3.6,18/04/2022
Labuhan,ID,-6.8844,112.2051,30.56,65,69,1.73,18/04/2022
Puerto Quijarro,BO,-17.7833,-57.7667,21.21,63,5,1.77,18/04/2022
Darhan,MN,49.4867,105.9228,18.35,19,40,8.24,18/04/2022
Barnstaple,GB,51.0802,-4.0581,8.45,90,74,3.68,18/04/2022
Nizhnekamsk,RU,55.6366,51.8245,2.44,100,100,3,18/04/2022
Shakawe,BW,-18.3667,21.85,17.78,88,17,1.98,18/04/2022
Tigil',RU,57.8,158.6667,-1.51,93,100,3.19,18/04/2022
Verkh-Usugli,RU,52.7,115.1667,14.1,43,100,6.42,18/04/2022
Porto Torres,IT,40.835,8.3972,3.1,53,44,1.77,18/04/2022
Río Tercero,AR,-32.173,-64.1141,13.22,72,0,2.37,18/04/2022
Mogadishu,SO,2.0371,45.3438,28.42,79,95,3.49,18/04/2022
Comodoro Rivadavia,AR,-45.8667,-67.5,15.92,44,0,3.09,18/04/2022
Tazovsky,RU,67.4667,78.7,-8.81,89,100,6.45,18/04/2022
Sibolga,ID,1.7427,98.7792,25.82,89,100,1.34,18/04/2022
Kunmadaras,HU,47.4333,20.8,2.77,70,20,3.36,18/04/2022
Ciudad de Allende,MX,25.2833,-100.0167,21.87,80,100,3.99,18/04/2022
Hervey Bay,AU,-25.2986,152.8535,24.21,58,55,5.63,18/04/2022
Zhangjiakou,CN,40.81,114.8794,16.29,16,0,1.06,18/04/2022
Praia,CV,14.9215,-23.5087,21.3,73,75,4.63,18/04/2022
Rurrenabaque,BO,-14.4413,-67.5278,19.31,85,1,1.08,18/04/2022
Whitehorse,CA,60.7161,-135.0538,-1.66,58,20,3.09,18/04/2022
Constitución,CL,-35.3333,-72.4167,10.7,91,56,2.66,18/04/2022
Zhezkazgan,KZ,47.8043,67.7144,13.99,54,20,6,18/04/2022
Ambilobe,MG,-13.2,49.05,23.19,84,98,1.14,18/04/2022
Taoudenni,ML,22.6783,-3.9836,22.88,25,7,4.11,18/04/2022
Tautira,PF,-17.7333,-149.15,26.92,75,30,4.1,18/04/2022
Homer,US,59.6425,-151.5483,4.94,70,100,1.54,18/04/2022
Naryan-Mar,RU,67.6713,53.087,0.2,100,100,3.66,18/04/2022
Menongue,AO,-14.6585,17.691,15.88,97,22,1.65,18/04/2022
North Bend,US,43.4065,-124.2243,9.92,85,100,2.06,18/04/2022
Vágur,FO,61.4732,-6.8119,7.72,93,100,11.22,18/04/2022
Praia da Vitória,PT,38.7333,-27.0667,14.14,77,40,6.71,18/04/2022
Kidal,ML,18.4411,1.4078,21.9,24,12,4.21,18/04/2022
Staryy Nadym,RU,65.6118,72.6842,-5.76,82,99,6.28,18/04/2022
Kiryat Gat,IL,31.61,34.7642,29.34,12,38,9.64,18/04/2022
Aitape,PG,-3.1374,142.3475,29.08,73,65,1.79,18/04/2022
Ken Caryl,US,39.5773,-105.1169,9.93,46,5,2.24,18/04/2022
Khorixas,NA,-20.3667,14.9667,19.85,38,32,1.52,18/04/2022
Vung Tau,VN,10.346,107.0843,29.94,64,40,9.01,18/04/2022
Iāwar,IN,23,76.5,34.18,19,0,6.19,18/04/2022
Mahina,PF,-17.5065,-149.489,27.87,69,40,4.63,18/04/2022
Khanbari,NP,27.3747,87.2039,29.25,21,0,2.01,18/04/2022
Bien Hoa,VN,10.95,106.8167,32.99,47,37,1.94,18/04/2022
Bandarbeyla,SO,9.4942,50.8122,28.07,76,17,4.12,18/04/2022
Hawera,NZ,-39.5917,174.2833,17.6,62,100,2.12,18/04/2022
Gisborne,NZ,-38.6533,178.0042,16.19,80,100,5.07,18/04/2022
Khakhea,BW,-24.6895,23.494,15.13,84,0,0.65,18/04/2022
Bilibino,RU,68.0546,166.4372,-3.53,81,99,0.59,18/04/2022
Zachary,US,30.6485,-91.1565,23.18,94,100,1.54,18/04/2022
Kushālgarh,IN,23.199,74.4507,32.4,24,0,4.27,18/04/2022
San Borja,BO,-14.8167,-66.85,18.7,86,0,1.84,18/04/2022
Nísia Floresta,BR,-6.0911,-35.2086,26.21,86,99,2.06,18/04/2022
Luanda,AO,-8.8368,13.2343,25,94,75,2.57,18/04/2022
Sindou,BF,10.6667,-5.1667,25.87,60,98,1.45,18/04/2022
Sibu,MY,2.3,111.8167,31.17,70,40,3.6,18/04/2022
Iguape,BR,-24.7081,-47.5553,19.55,83,97,2.06,18/04/2022
Inta,RU,66.0317,60.1659,-1.06,92,100,7.7,18/04/2022
Kununurra,AU,-15.7667,128.7333,35.99,44,13,1.54,18/04/2022
Changji,CN,44.0167,87.3167,24.44,6,0,8,18/04/2022
Bagdarin,RU,54.4333,113.6,11.81,51,98,5.82,18/04/2022
Sturgis,US,41.7992,-85.4192,1.82,60,0,5.66,18/04/2022
Longfeng,CN,46.55,125.1167,13.4,15,17,4.99,18/04/2022
Khasan,RU,42.4308,130.6434,9.48,47,76,1,18/04/2022
Vila Velha,BR,-20.3297,-40.2925,22.97,81,20,3.6,18/04/2022
Innisfail,AU,-17.5333,146.0333,26.38,70,96,4.01,18/04/2022
Sobolevo,RU,54.4299,31.8996,-0.45,93,100,6.19,18/04/2022
Balasore,IN,21.4942,86.9317,36.56,34,5,3.65,18/04/2022
Beringovskiy,RU,63.05,179.3167,-0.31,96,100,2.6,18/04/2022
Bayshore Gardens,US,27.4253,-82.5904,24.52,72,100,1.54,18/04/2022
Rocha,UY,-34.4833,-54.3333,13.42,93,100,1.23,18/04/2022
Newcastle,AU,-32.9272,151.7765,25.87,47,75,3.09,18/04/2022
Aden,YE,12.7794,45.0367,27.85,76,37,1.68,18/04/2022
Kyaikto,MM,17.3,97.0167,33.45,48,6,2.67,18/04/2022
Nānākuli,US,21.3906,-158.1547,25.97,60,75,4.12,18/04/2022
